342,341,27891.699999988,1768856560959
342,340,28031.099999994,1768856561099
342,340,28166.299999982,1768856561234
342,340,28279.099999994,1768856561347
342,340,28382,1768856561450
342,340,28556,1768856561624
143,335,28692.799999982,1768856561761
135,335,28828.099999994,1768856561896
134,335,28954.799999982,1768856562023
125,317,29112.899999976,1768856562180
123,317,29235.099999994,1768856562303
92,328,29385.099999994,1768856562453
80,335,29507.399999976,1768856562575
80,332,29614.399999976,1768856562682
80,332,29741.399999976,1768856562809
80,332,29845.299999982,1768856562913
80,332,29947.599999994,1768856563015
80,332,30090.099999994,1768856563158
81,332,30255.699999988,1768856563323
106,331,30366.5,1768856563434
126,331,30474.299999982,1768856563542
126,331,30572.199999988,1768856563640
115,331,30680.099999994,1768856563748
115,331,30772.599999994,1768856563840
115,331,30909.699999988,1768856563977
115,331,31020.099999994,1768856564088
115,331,31117.5,1768856564185
115,331,31237.5,1768856564305
115,331,31331.5,1768856564399
115,331,31427.099999994,1768856564495
115,331,31525.399999976,1768856564593
115,331,31642.899999976,1768856564711
115,331,31785.699999988,1768856564853
115,331,31884.799999982,1768856564952
115,331,31976,1768856565044
115,331,32068,1768856565136
115,331,32164.399999976,1768856565232
115,331,32255.299999982,1768856565323
115,331,32345.799999982,1768856565413
115,331,32453.5,1768856565521
115,331,32603.399999976,1768856565671
115,331,32702.099999994,1768856565770
115,331,32796.699999988,1768856565864
115,331,32901,1768856565969
115,331,32987.199999988,1768856566055
115,331,33098.899999976,1768856566167
115,331,33203.5,1768856566271
115,331,33315.699999988,1768856566383
115,331,33436.799999982,1768856566504
115,331,33558.699999988,1768856566626
115,331,33648.599999994,1768856566716
115,331,33734.199999988,1768856566802
115,331,33830.299999982,1768856566898
115,331,33926.099999994,1768856566994
115,331,34014.099999994,1768856567082
115,331,34145.699999988,1768856567213
115,331,34267.799999982,1768856567335
115,331,34361.399999976,1768856567429
115,331,34451.899999976,1768856567520
115,331,34544.5,1768856567612
115,331,34638.099999994,1768856567706
115,331,34725.699999988,1768856567793
115,331,34812.599999994,1768856567880
115,331,34931.099999994,1768856567999
115,331,35073.199999988,1768856568141
115,331,35168.099999994,1768856568236
115,331,35256.399999976,1768856568324
115,331,35347.199999988,1768856568415
115,331,35437.199999988,1768856568505
115,331,35526,1768856568594
115,331,35616.799999982,1768856568684
115,331,35733.399999976,1768856568801
115,331,35865.399999976,1768856568933
115,331,35959.599999994,1768856569027
115,331,36048.099999994,1768856569116
115,331,36141,1768856569209
115,331,36226,1768856569294
115,331,36318.599999994,1768856569386
115,331,36412.599999994,1768856569480
115,331,36529.699999988,1768856569597
115,331,36651,1768856569719
115,331,36742.099999994,1768856569810
204,352,36842.799999982,1768856569910
322,476,36941.299999982,1768856570009
335,476,37044.799999982,1768856570112
324,473,37149.699999988,1768856570217
297,455,37276,1768856570344
297,455,37424.199999988,1768856570492
297,455,37531.699999988,1768856570599
297,455,37641,1768856570709
386,357,37742.399999976,1768856570810
391,353,37837.799999982,1768856570905
391,353,37936.699999988,1768856571004
391,353,38053,1768856571121
391,353,38196,1768856571264
391,353,38298.299999982,1768856571366
391,353,38392.599999994,1768856571460
391,353,38485.599999994,1768856571553
391,353,38578.699999988,1768856571646
391,353,38668,1768856571736
391,353,38762.099999994,1768856571830
391,353,38865,1768856571933
391,353,38962.399999976,1768856572030
391,353,39091.5,1768856572159
391,353,39220.099999994,1768856572288
391,353,39312,1768856572380
391,353,39400.5,1768856572468
391,353,39517.299999982,1768856572585
391,353,39612.5,1768856572680
391,353,39759.199999988,1768856572827
391,353,39871.699999988,1768856572939
391,353,39976.5,1768856573044
391,353,40070.699999988,1768856573138
391,353,40163.199999988,1768856573231
391,353,40254.599999994,1768856573322
391,353,40362.299999982,1768856573430
391,353,40475.899999976,1768856573543
391,353,40607.899999976,1768856573676
391,353,40716.099999994,1768856573784
391,353,40823.099999994,1768856573891
391,353,40932.199999988,1768856574000
391,353,41023.5,1768856574091
391,353,41111.899999976,1768856574180
391,353,41211.199999988,1768856574279
391,353,41331.399999976,1768856574399
391,353,41471.5,1768856574539
391,353,41568.099999994,1768856574636
391,353,41666.799999982,1768856574734
391,353,41768.199999988,1768856574836
391,353,41855.299999982,1768856574923
391,353,41943.399999976,1768856575011
391,353,42035.5,1768856575103
391,353,42160,1768856575228
391,353,42283.599999994,1768856575351
391,353,42382.099999994,1768856575450
391,353,42480.899999976,1768856575548
391,353,42569.799999982,1768856575637
391,353,42660.299999982,1768856575728
391,353,42752.399999976,1768856575820
391,353,42847.299999982,1768856575915
391,353,42977.199999988,1768856576045
391,353,43090.699999988,1768856576158
391,353,43182.5,1768856576250
391,353,43276,1768856576344
391,353,43374.099999994,1768856576442
391,353,43470.5,1768856576538
391,353,43577.299999982,1768856576645
391,353,43679.099999994,1768856576747
391,353,43830.399999976,1768856576898
391,353,43939.899999976,1768856577008
391,353,44026.699999988,1768856577094
391,353,44116,1768856577184
391,353,44200.199999988,1768856577268
391,353,44293.299999982,1768856577361
391,353,44393.599999994,1768856577461
391,353,44483.399999976,1768856577551
391,353,44645.699999988,1768856577713
391,353,44745.899999976,1768856577813
391,353,44840.699999988,1768856577908
391,353,44953.799999982,1768856578021
391,353,45041.399999976,1768856578109
391,353,45127.799999982,1768856578195
391,353,45223.199999988,1768856578291
391,353,45310.899999976,1768856578379
391,353,45428,1768856578496
391,353,45549.599999994,1768856578617
391,353,45635.699999988,1768856578703
391,353,45732.699999988,1768856578800
391,353,45830.199999988,1768856578898
391,353,45920.599999994,1768856578988
391,353,46009.299999982,1768856579077
391,353,46105.299999982,1768856579173
391,353,46243.099999994,1768856579311
391,353,46366.299999982,1768856579434
391,353,46456.199999988,1768856579524
391,353,46559.799999982,1768856579627
391,353,46646.099999994,1768856579714
391,353,46732.599999994,1768856579800
391,353,46824.299999982,1768856579892
