-1,-1,,,8714.2999999523,1757428740576
-1,-1,,,9307.1999999285,1757428741166
-1,-1,,,9791.3999999762,1757428741651
-1,-1,,,10168.599999905,1757428742029
-1,-1,,,10843.699999928,1757428742703
-1,-1,,,11233.799999952,1757428743093
-1,-1,,,11940.299999952,1757428743799
-1,-1,,,12426.199999928,1757428744290
-1,-1,,,12870.599999905,1757428744730
576,101.5,"I's response will sh",139,13528.399999976,1757428745389
-1,-1,,,14016,1757428745876
-1,-1,,,14552.5,1757428746412
-1,-1,,,15084,1757428746944
-1,-1,,,15487.699999928,1757428747347
-1,-1,,,15990.5,1757428747850
-1,-1,,,16503.5,1757428748363
-1,-1,,,17170.899999976,1757428749030
-1,-1,,,17597.299999952,1757428749456
-1,-1,,,17974.899999976,1757428749835
-1,-1,,,18352.699999928,1757428750211
-1,-1,,,18708.699999928,1757428750568
-1,-1,,,19087.299999952,1757428750946
-1,-1,,,19516.899999976,1757428751376
-1,-1,,,19994.199999928,1757428751853
-1,-1,,,20470.199999928,1757428752329
-1,-1,,,20948.699999928,1757428752808
-1,-1,,,21507,1757428753366
-1,-1,,,22178,1757428754037
-1,-1,,,22690.5,1757428754549
-1,-1,,,23373,1757428755231
-1,-1,,,23893.099999905,1757428755751
-1,-1,,,24509.699999928,1757428756369
-1,-1,,,25099.199999928,1757428756958
-1,-1,,,25655.699999928,1757428757514
-1,-1,,,26187.099999905,1757428758046
-1,-1,,,26690.5,1757428758550
-1,-1,,,27250.099999905,1757428759111
-1,-1,,,27640,1757428759499
-1,-1,,,28217.799999952,1757428760077
-1,-1,,,28701.299999952,1757428760561
-1,-1,,,29247.699999928,1757428761107
-1,-1,,,29752.5,1757428761612
-1,-1,,,30347.299999952,1757428762206
-1,-1,,,30804,1757428762663
-1,-1,,,31290.699999928,1757428763150
-1,-1,,,31902.399999976,1757428763762
-1,-1,,,32648,1757428764507
-1,-1,,,33190.899999976,1757428765050
-1,-1,,,33666.5,1757428765526
-1,-1,,,34306.599999905,1757428766166
-1,-1,,,34988.599999905,1757428766848
-1,-1,,,35567.099999905,1757428767426
-1,-1,,,36124.899999976,1757428767984
-1,-1,,,36692.299999952,1757428768552
-1,-1,,,37206.299999952,1757428769065
-1,-1,,,37694.5,1757428769553
-1,-1,,,38196.399999976,1757428770055
-1,-1,,,38613.5,1757428770473
-1,-1,,,39018.5,1757428770878
-1,-1,,,39490.199999928,1757428771349
-1,-1,,,39907.199999928,1757428771766
-1,-1,,,40294.099999905,1757428772154
-1,-1,,,40853.099999905,1757428772712
-1,-1,,,41383.099999905,1757428773242
-1,-1,,,41750.299999952,1757428773609
-1,-1,,,42159,1757428774018
-1,-1,,,42568.099999905,1757428774427
-1,-1,,,42967.5,1757428774826
-1,-1,,,43363.5,1757428775223
-1,-1,,,43870.5,1757428775730
-1,-1,,,44400.299999952,1757428776261
-1,-1,,,44798.299999952,1757428776657
-1,-1,,,45340,1757428777198
-1,-1,,,45837,1757428777696
-1,-1,,,46343.099999905,1757428778202
-1,-1,,,46785.5,1757428778644
-1,-1,,,47155.5,1757428779014
-1,-1,,,47531.899999976,1757428779390
-1,-1,,,47865.899999976,1757428779725
-1,-1,,,48291.599999905,1757428780151
-1,-1,,,48681.399999976,1757428780540
-1,-1,,,49179.599999905,1757428781039
-1,-1,,,49619.5,1757428781478
-1,-1,,,50268.799999952,1757428782128
-1,-1,,,50684,1757428782543
-1,-1,,,51041.599999905,1757428782900
-1,-1,,,51413.899999976,1757428783272
-1,-1,,,51808.399999976,1757428783667
-1,-1,,,52227,1757428784086
-1,-1,,,52709.599999905,1757428784568
-1,-1,,,53062.199999928,1757428784921
-1,-1,,,53505,1757428785363
-1,-1,,,53915.899999976,1757428785774
-1,-1,,,54443,1757428786301
-1,-1,,,54830.899999976,1757428786689
-1,-1,,,55344.5,1757428787203
-1,-1,,,55813.599999905,1757428787672
-1,-1,,,56283.799999952,1757428788143
-1,-1,,,56691.399999976,1757428788550
-1,-1,,,57071.299999952,1757428788931
-1,-1,,,57501.899999976,1757428789361
-1,-1,,,57866.699999928,1757428789726
-1,-1,,,58323.699999928,1757428790183
-1,-1,,,58887.799999952,1757428790746
-1,-1,,,59471.5,1757428791330
-1,-1,,,59919.099999905,1757428791778
-1,-1,,,60276.299999952,1757428792135
-1,-1,,,60764.099999905,1757428792623
-1,-1,,,61430.799999952,1757428793290
-1,-1,,,61854.5,1757428793713
-1,-1,,,62320.799999952,1757428794179
-1,-1,,,62735.199999928,1757428794594
-1,-1,,,63175.299999952,1757428795034
-1,-1,,,63679,1757428795537
-1,-1,,,64079.099999905,1757428795938
-1,-1,,,64641.699999928,1757428796500
-1,-1,,,65149.799999952,1757428797009
-1,-1,,,65576.599999905,1757428797435
-1,-1,,,66012.899999976,1757428797871
-1,-1,,,66423,1757428798281
-1,-1,,,66818.199999928,1757428798677
-1,-1,,,67288.899999976,1757428799148
-1,-1,,,67654.399999976,1757428799514
-1,-1,,,68178.699999928,1757428800038
-1,-1,,,68814.599999905,1757428800674
656,195.5,"he developed his sk",161,69494.099999905,1757428801354
646,215.5,"e he developed his s",160,69888.699999928,1757428801748
646,215.5,"e he developed his s",160,70237.5,1757428802098
646,215.5,"e he developed his s",160,70648,1757428802508
646,255.47,"philosophy",202,71211.799999952,1757428803072
646,255.47,"philosophy",202,71610.299999952,1757428803470
646,255.47,"philosophy",202,71946,1757428803806
646,255.47,"philosophy",202,72379.599999905,1757428804239
646,294.58,"who helped shape hi",256,72809.099999905,1757428804669
646,295.44,"who helped shape hi",256,73182.699999928,1757428805043
646,324.99,"who helped shape hi",256,73565.299999952,1757428805426
646,335.42,"who helped shape hi",256,74079.199999928,1757428805939
646,535.28,"who was a former Bar",450,74476.799999952,1757428806337
646,815.08,"level",685,74918.199999928,1757428806778
646,815.08,"level",685,75362,1757428807222
646,815.08,"level",685,75801.899999976,1757428807662
646,872.43,"h helped him mature",739,76226.5,1757428808086
-1,-1,,,76668.299999952,1757428808528
-1,-1,,,77043.299999952,1757428808903
-1,-1,,,77414.099999905,1757428809273
-1,-1,,,77826.599999905,1757428809685
-1,-1,,,78244.599999905,1757428810103
-1,-1,,,78782.699999928,1757428810642
-1,-1,,,79468.399999976,1757428811327
-1,-1,,,80138.199999928,1757428811997
-1,-1,,,80847.399999976,1757428812706
-1,-1,,,81398.5,1757428813257
-1,-1,,,81821.899999976,1757428813680
-1,-1,,,82246.299999952,1757428814105
-1,-1,,,82692.699999928,1757428814551
-1,-1,,,83064.299999952,1757428814923
-1,-1,,,83495.5,1757428815354
-1,-1,,,83860,1757428815718
888,1226.98,"vary depending on t",1164,84361.599999905,1757428816222
888,1109.67,"big matches",997,84777.699999928,1757428816638
888,1109.67,"big matches",997,85169.099999905,1757428817029
-1,-1,,,85623.899999976,1757428817483
-1,-1,,,86084.699999928,1757428817944
-1,-1,,,86552.799999952,1757428818412
-1,-1,,,86931.699999928,1757428818791
-1,-1,,,87341.899999976,1757428819201
-1,-1,,,87721.099999905,1757428819580
