480.41,164.3,"r. The AI's response",131,5824,1757943755308
480.73,163.04,"r. The AI's response",131,6242,1757943755727
477.55,165.2,"r. The AI's response",131,6555.8000000007,1757943756039
460.31,156.33,"er. The AI's respons",130,6799.1999999993,1757943756282
448.97,95.97,"to 1 minute for AI",79,7037.5,1757943756522
484.79,65.1,"please wait",40,7253.5999999978,1757943756736
-1,-1,,,7481.3999999985,1757943756964
-1,-1,,,7723.8000000007,1757943757206
-1,-1,,,7950.5,1757943757432
-1,-1,,,8187.3000000007,1757943757669
-1,-1,,,8425.3000000007,1757943757909
-1,-1,,,8653,1757943758135
-1,-1,,,8861.8000000007,1757943758343
-1,-1,,,9091.8999999985,1757943758574
-1,-1,,,9311.8000000007,1757943758794
-1,-1,,,9556.3999999985,1757943759038
521.22,45.81,"ease wait",42,9772.5999999978,1757943759255
-1,-1,,,9998.6999999993,1757943759481
-1,-1,,,10219.5,1757943759703
-1,-1,,,10438.699999999,1757943759921
-1,-1,,,10661.800000001,1757943760144
-1,-1,,,10936,1757943760418
-1,-1,,,11169.699999999,1757943760652
-1,-1,,,11386.599999998,1757943760869
-1,-1,,,11599.399999999,1757943761081
-1,-1,,,11863.099999998,1757943761348
-1,-1,,,12097.099999998,1757943761580
-1,-1,,,12335.800000001,1757943761818
-1,-1,,,12556.699999999,1757943762039
-1,-1,,,12767.899999999,1757943762250
-1,-1,,,12959.5,1757943762442
-1,-1,,,13189.699999999,1757943762673
-1,-1,,,13408.800000001,1757943762891
-1,-1,,,13623.699999999,1757943763106
-1,-1,,,14017.699999999,1757943763499
560.25,124.12,"ute for AI to",88,14255.300000001,1757943763738
543.73,333.34,"w up here.",160,14502,1757943763984
-1,-1,,,14771.099999998,1757943764253
-1,-1,,,14996.5,1757943764478
-1,-1,,,15251.399999999,1757943764733
-1,-1,,,15467.5,1757943764949
-1,-1,,,15683.099999998,1757943765165
-1,-1,,,15929.300000001,1757943765411
-1,-1,,,16155.399999999,1757943765638
-1,-1,,,16380.099999998,1757943765863
596.83,240.87,"w up here.",160,16619.800000001,1757943766102
501.41,289.89,"w up here.",160,16855.099999998,1757943766338
489.16,300.5,"w up here.",160,17067.5,1757943766550
488.05,338.1,"w up here.",160,17294.800000001,1757943766777
399.72,430.57,,,17527.099999998,1757943767009
422.85,327.42,"w up here.",160,17780.5,1757943767263
361.51,148.87,"take up to 1 minute",71,17994.899999999,1757943767477
249.98,8.24,"type your question,",20,18216.5,1757943767702
-1,-1,,,18426,1757943767908
-1,-1,,,18637.800000001,1757943768120
-1,-1,,,18860.599999998,1757943768342
-1,-1,,,19067.899999999,1757943768550
-1,-1,,,19281.199999999,1757943768763
-1,-1,,,19493.699999999,1757943768975
-1,-1,,,19711.599999998,1757943769193
393.36,4.71,"estion, please wait",32,19935,1757943769417
-1,-1,,,20159.699999999,1757943769641
-1,-1,,,20369.699999999,1757943769851
462.36,55.73,", please wait",38,20605.699999999,1757943770088
538.06,73.37,"ease wait",42,20827.800000001,1757943770310
-1,-1,,,21023.699999999,1757943770506
-1,-1,,,21248.399999999,1757943770731
-1,-1,,,21465,1757943770947
-1,-1,,,21670.300000001,1757943771152
-1,-1,,,21980.599999998,1757943771462
-1,-1,,,22219.099999998,1757943771702
-1,-1,,,22445.300000001,1757943771928
-1,-1,,,22700.399999999,1757943772186
-1,-1,,,22930.300000001,1757943772412
-1,-1,,,23152,1757943772634
-1,-1,,,23413.5,1757943772896
-1,-1,,,23623.800000001,1757943773106
-1,-1,,,23837.899999999,1757943773320
-1,-1,,,24052.599999998,1757943773535
-1,-1,,,24272.399999999,1757943773754
-1,-1,,,24465.5,1757943773947
-1,-1,,,24657.300000001,1757943774139
-1,-1,,,24854.800000001,1757943774337
-1,-1,,,25157.099999998,1757943774640
-1,-1,,,25395.5,1757943774878
562.48,142.98,"ute for AI to",88,25627.099999998,1757943775110
541.73,171.21,"e AI's response",136,25834.099999998,1757943775317
-1,-1,,,26057.099999998,1757943775540
-1,-1,,,26270.5,1757943775753
-1,-1,,,26489.5,1757943775972
-1,-1,,,26705,1757943776187
-1,-1,,,26922.099999998,1757943776404
-1,-1,,,27128.599999998,1757943776610
-1,-1,,,27328.399999999,1757943776810
-1,-1,,,27542.899999999,1757943777025
-1,-1,,,27750.300000001,1757943777233
-1,-1,,,27954.699999999,1757943777439
-1,-1,,,28180.800000001,1757943777663
-1,-1,,,28404,1757943777886
-1,-1,,,28607.899999999,1757943778090
-1,-1,,,28837.5,1757943778320
-1,-1,,,29062.399999999,1757943778545
-1,-1,,,29259,1757943778742
469.25,202.85,"er. The AI's respons",130,29465.099999998,1757943778948
496.61,312.1,"w up here.",160,29673.599999998,1757943779156
-1,-1,,,29887.5,1757943779369
-1,-1,,,30142.899999999,1757943779626
-1,-1,,,30366.099999998,1757943779848
-1,-1,,,30609.599999998,1757943780091
-1,-1,,,30851.599999998,1757943780333
-1,-1,,,31070,1757943780552
-1,-1,,,31288,1757943780770
