-1,-1,,,9000.400000006,0,1765682417580
-1,-1,,,9183.6000000238,1,1765682417760
-1,-1,,,9341.8000000119,1,1765682417920
-1,-1,,,9420.6000000238,1,1765682417997
-1,-1,,,9520.6000000238,1,1765682418097
-1,-1,,,9593.3000000119,1,1765682418170
-1,-1,,,9672.6000000238,1,1765682418249
-1,-1,,,9747.6000000238,1,1765682418324
-1,-1,,,9843,1,1765682418419
-1,-1,,,9911.3000000119,1,1765682418487
-1,-1,,,9986.7000000179,1,1765682418563
-1,-1,,,10067.200000018,1,1765682418643
-1,-1,,,10130.200000018,1,1765682418706
-1,-1,,,10191.100000024,1,1765682418767
-1,-1,,,10270.5,1,1765682418847
-1,-1,,,10332.700000018,1,1765682418909
-1,-1,,,10399.400000006,1,1765682418975
-1,-1,,,10482.200000018,1,1765682419058
-1,-1,,,10548.300000012,1,1765682419124
-1,-1,,,10618.800000012,1,1765682419195
-1,-1,,,10684.100000024,1,1765682419260
-1,-1,,,10760.200000018,1,1765682419336
-1,-1,,,10835.300000012,1,1765682419411
-1,-1,,,10895.100000024,1,1765682419471
-1,-1,,,10962.900000006,1,1765682419539
-1,-1,,,11029,1,1765682419605
-1,-1,,,11101.100000024,1,1765682419677
-1,-1,,,11160.700000018,1,1765682419737
-1,-1,,,11229.200000018,1,1765682419805
-1,-1,,,11302,1,1765682419878
-1,-1,,,11363.300000012,1,1765682419939
-1,-1,,,11435.200000018,1,1765682420011
-1,-1,,,11493.5,1,1765682420070
-1,-1,,,11565.5,1,1765682420142
-1,-1,,,11636.900000006,1,1765682420213
-1,-1,,,11709.700000018,1,1765682420286
-1,-1,,,11787.800000012,1,1765682420364
-1,-1,,,11846.5,1,1765682420422
-1,-1,,,11905.5,1,1765682420481
-1,-1,,,11973.100000024,1,1765682420549
-1,-1,,,12045.200000018,1,1765682420621
-1,-1,,,12114.200000018,1,1765682420690
-1,-1,,,12174.700000018,1,1765682420751
-1,-1,,,12252.800000012,1,1765682420829
-1,-1,,,12313.400000006,1,1765682420889
-1,-1,,,12378.5,1,1765682420954
-1,-1,,,12441,1,1765682421017
-1,-1,,,12552.300000012,1,1765682421128
-1,-1,,,12650.5,1,1765682421226
-1,-1,,,12717.400000006,1,1765682421293
-1,-1,,,12785.900000006,1,1765682421362
-1,-1,,,12858.800000012,1,1765682421435
-1,-1,,,12929.700000018,1,1765682421506
-1,-1,,,12994.700000018,1,1765682421571
-1,-1,,,13056.800000012,1,1765682421633
-1,-1,,,13114.600000024,1,1765682421691
-1,-1,,,13183.600000024,1,1765682421760
-1,-1,,,13274.400000006,1,1765682421851
-1,-1,,,13346.400000006,1,1765682421923
-1,-1,,,13416.900000006,1,1765682421993
-1,-1,,,13485.800000012,1,1765682422062
-1,-1,,,13599,1,1765682422175
-1,-1,,,13689,1,1765682422265
-1,-1,,,13781.300000012,1,1765682422357
-1,-1,,,13840.700000018,1,1765682422417
-1,-1,,,13928.400000006,1,1765682422504
-1,-1,,,13999.400000006,1,1765682422575
-1,-1,,,14063.400000006,1,1765682422639
-1,-1,,,14129.200000018,1,1765682422705
-1,-1,,,14194.5,1,1765682422771
-1,-1,,,14260.400000006,1,1765682422836
-1,-1,,,14328.700000018,1,1765682422905
-1,-1,,,14409.800000012,1,1765682422986
-1,-1,,,14484.900000006,1,1765682423061
-1,-1,,,14546,1,1765682423122
-1,-1,,,14634.700000018,1,1765682423211
-1,-1,,,14858.200000018,1,1765682423435
-1,-1,,,14964.600000024,1,1765682423541
-1,-1,,,15031.400000006,1,1765682423608
-1,-1,,,15099.200000018,1,1765682423675
-1,-1,,,15162.5,1,1765682423739
-1,-1,,,15227.700000018,1,1765682423804
-1,-1,,,15300.200000018,1,1765682423876
-1,-1,,,15369,1,1765682423945
